,company,cons,pros,rating,title
145,Google,"Slow pace of work, lackluster intern events","Great perks like free food, gyms, massages, very helpful mentors",5.0,"""Software Engineering Intern"""
146,Google,Has a lot of uninteresting projects too,"Work life balance, easy to switch teams",5.0,"""Still a good place to work"""
147,Google,no cons. . .,tools are useful . . .,5.0,"""working here is happy"""
148,Google,Three months is not enough to get a research project done,Great Team Great Work Environment Good Food,5.0,"""Summer Research Intern"""
149,Google,Big company introduces red tape sometimes.,Innovative Company with Amazing Benefits,5.0,"""Innovative Company with Amazing Benefits"""
150,Google,Grass is greener on the other side (startup life),Great Work Life Balance and no micromanagement.,4.0,"""Great Company with Good Work Life Balance"""
151,Google,"bad culture, bad environment no collaboration","pay very well , good stock options",3.0,"""bad company"""
152,Google,Your bonus depends on the sales quota and sometimes this is impacted by external factors that you can't control.,"High level of responsibilities, great mentorship, access to a lot of data and resources. Amazing perks and very competitive salary.",5.0,"""Great Learning Experience"""
153,Google,no delicious food；little bit boring,very good mentor; big name,5.0,""":("""
154,Google,"Long term instability, long hours.","Environment, projects, leadership, compensation, benefits.",5.0,"""Great employer"""
155,Google,Im yet to experience working there,Good working environment and growth,4.0,"""Awesome"""
156,Google,- A lot of corpo-speach from the leaders.,- A lot of projects - Flexibility - You can hassle or chill.,4.0,"""Pretty good place to work at"""
157,Google,Hard to stick up since everyone here is strong. Getting more political when your level is higher.,Get to learn a lot of things and the company encourage you to grow. Get to know very talented people and nice working environment.,4.0,"""Nice company with nice benefits. Compensation is ok but not the top."""
158,Google,hard to make impact and slow,Good work life balance and food,4.0,"""Good company and good person"""
159,Google,Except for there location being so far away from my location. Best place to work ever that I've worked so far.,Best place to work ever that I've worked so far.,4.0,"""Best place to work ever that I've worked so far."""
160,Google,"Very few cons. The culture caters to type-A personalities, so prepare to be challenged. Only weakness I saw over the course of 10+ years is at times, poor management of under-performers. Google tended to be soft with folks that didn't perform well. They wouldn't be promoted, but they also wouldn't be let go.","Positive, challenging work environment that gives employees ability to continue to grow into current and future roles across functions.",5.0,"""Long-time X-Googler - the company lives up to the reputation"""
161,Google,The new challenge and work,I love google very much,5.0,"""Very good"""
162,Google,"Getting tired of all of the horror stories around middle managers messing up ppl's career. From periodic calibration to perf, while mostly keeping the documented commitee practice, still rely heavily on what your managers' impression says about you. Perhaps join this company at L6 or above would be the way to go?","REWS (that includes HR, perks...etc who runs the total perks package) always does an amazing job, from daily commute, to cafe &amp; barista, to urgent travel needs. They really knows how to take care of things for employees so we get focus on work.",4.0,"""Still very impressive perks... while it lasts"""
163,Google,Hard to get direct and actionable feedback on your performance,"Perks like free food, work life balance, compensation",5.0,"""Dynamic and friendly work place with tons of extremely smart people"""
164,Google,Getting promotion is tricky for higher level,"All the good perks. Minimum overhead, you can put most of your time to do meaningful work.",5.0,"""As good as you heard"""
165,Google,"- hiring practices tend to favor smart people who have no relevant domain experience and it can take years for those hires to become effective - Extremely slow moving, with lots of red tape and badly outdated product development processes not seen elsewhere since the 20th century, at least on some teams - These processes tend to stifle the creativity and problem-solving skills that the engineers on the ground have in abundance - insular culture of self-regard. If it isn’t a Google product or technology, no one has heard of it or has any interest in it - Very consensus-driven decision-making, to the point at which groupthink is almost ubiquitous - This means that lots of smart people with limited information make lots of poor decisions when they get together as a group - the hype about data-driven decisions at google is b-s - Also worthy of note, your experience outside of Google, regardless of what you have accomplished, will be ignored or forgotten after you start. You are just another number among 100,000 others. - You will come across people who have worked at the company for 10 years or more and have completely lost touch with the outside world, yet are somehow put in charge of building products for those users in the outside world! - many longtime employees, including fairly senior folks, have only really shipped 1-2 products before because Google is so slow — and are much less experienced than they would otherwise appear - In short, if you have more than 8-10 years of work experience at other tech companies, don’t work here. You will work for people who are much less experienced than you and it will set your career back","- extremely nice and helpful people, great perks. - Generally take software engineering extremely seriously. - Hiring standards for young engineers are outstanding. We don’t hire programmers, we hire people who can think critically about problems and have the communication skills to solve them collaboratively - after a couple of years, the pay can be quite decent if you learn to play the Perf game correctly - senior leadership comes across as very competent, although they sometimes forget that they have gotten pretty far removed from things as the company has added more management layers",3.0,"""Great choice if you are in your 20s, poor choice for mid-career professionals"""
